"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",76600,82320,97320,95200,113120,103080,104160,86560,98200,101560,101360,99400,105920,102520,107800,116120,112480,112920,102960,94080
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6640,6240,7000,5360,6320,5720,5800,6160,5200,4880
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8520,8680,8880,8560,9000,7120,7680,7280,7480,6960
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11240,12200,12360,11240,11480,11040,10120,10280,11120,10040
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17520,17080,17400,16960,17240,14720,15720,15680,15240,15960
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32400,33160,32800,33600,29480,27480,27280,25160,26160,25720
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63240,63760,66800,57640,58800,50320,46200,42880,42560,40680
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100480,105680,82640,90320,73920,70160,57760,52400,45400,51320
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93960,95320,101240,88760,73880,58880,49760,51200,51120,48880
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95240,99000,94760,90920,62720,56360,50120,47000,46320,41880
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101280,84360,100360,74520,69440,54600,49280,42840,44800,41960
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103920,102200,88560,82680,93280,104320,101360,108400,92840,96240
"O",71360,80640,83120,89280,88280,90680,82240,94720,91760,103720,111560,93560,101920,88720,87880,97840,94280,113680,113440,87520
