"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",286040,267320,297560,299280,309320,288920,288720,268080,298080,279120,317160,294240,303840,284400,300080,304880,334840,315680,331440,312240
"C",4840,3200,2600,2280,1920,1640,1880,1800,1600,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",5440,2880,2680,1880,800,680,560,800,640,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",5000,3080,2240,1560,840,440,400,360,400,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",9640,7960,5160,3040,1320,760,520,400,680,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",36040,33520,28880,23840,8400,2280,1400,1240,1360,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",256600,239760,243880,192560,181760,98400,59320,39200,36760,29480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",284320,314800,260200,255720,200240,127880,75640,78840,59760,53880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",280720,290680,293280,272680,273880,166520,112320,86360,77040,60840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",232000,273360,241680,276720,221240,185880,102120,84360,66720,69080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",261920,257720,268680,233800,248960,190200,120560,99520,84200,63600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272680,243640,275400,278720,274200,270760,286560,268800,238560,219840
"O",295840,305920,331560,286640,313520,316200,295920,288520,326040,342600,322360,301160,286200,292080,303880,342840,304760,321240,272520,286320
