"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",253200,280560,322120,325240,292640,365960,303280,307240,300800,295000,299840,306440,335640,319800,335120,314320,302400,310200,319600,283880
"C",3640,3280,3000,2760,1960,1960,1720,1720,1880,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",3840,2480,2960,1560,720,680,480,800,600,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",3200,2520,2800,2200,480,400,240,320,400,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",4440,3160,3720,2880,680,280,440,320,480,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",11480,11320,10480,5880,2000,1200,760,560,760,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",135240,120560,123040,106440,75960,37880,16920,9360,6240,5560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",214560,261960,248560,255040,214200,132480,67480,52240,43720,42160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",266200,262080,267400,281040,232640,170880,102920,82160,76640,58960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",238200,258680,241600,272280,233880,167960,91800,88520,67160,72080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",276400,270840,265920,243400,243840,192440,115520,97120,97840,73440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277920,262800,253320,265200,251120,266880,292880,297920,275840,265000
"O",224840,217080,256280,247600,272400,311280,288280,347840,267400,276200,302400,351200,310360,306560,251160,273160,291400,305440,264160,271440
