"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",205920,226640,241840,241680,223800,240800,229480,220720,218600,208160,236560,216400,222920,251960,264560,234280,239920,244160,259600,200560
"C",2680,1800,1440,1440,1680,1440,1240,1640,1480,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",1880,1000,640,560,680,640,760,640,480,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",2080,1120,1240,1000,920,1040,760,840,960,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",8560,11360,16200,16120,15240,14360,17200,13440,16720,15280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",39760,61840,75040,71480,68000,58080,56640,57320,56680,56720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",214840,216720,203440,243120,237000,216960,206560,210480,187800,183160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",192240,216040,220040,245160,217280,215360,197960,210160,164640,170880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",206640,220920,209760,214040,200160,212760,194800,180520,171320,161120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",193520,195960,193800,183160,194760,199520,167560,187640,138360,152680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",208280,212600,217760,221920,199560,202280,178960,173600,173520,139680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188880,181360,207320,203920,205560,202440,204200,200640,212400,201680
"O",137280,192400,177480,188440,175520,202240,182000,179640,167960,198040,184360,174520,182720,199920,174040,177320,168320,191080,193280,180720
