"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",302600,295160,326400,318400,321600,314360,290680,316520,326160,309800,287920,300280,322160,316640,305560,310520,328000,319920,364600,312840
"C",5320,2760,3200,2600,1960,1880,1760,1680,1720,1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",5320,3120,2640,2040,880,720,640,560,800,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",4840,2680,2520,2800,520,320,480,520,440,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",10200,6720,5480,3520,1280,560,480,640,400,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",37240,39760,30160,26400,8680,2760,1640,1240,1320,2480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",265840,248160,229280,197560,183360,88640,56920,37840,39400,31440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",240880,306280,255240,298960,212520,135440,82680,69200,61280,54880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",311640,306280,308160,286600,276640,165320,108960,85720,87240,60440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",225680,291160,261720,289680,237960,186560,86280,80920,65040,79640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",283360,268920,296000,269880,251720,165200,108280,90840,82240,61840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272040,258240,284600,276880,273360,269440,254880,294200,239360,273320
"O",261320,297160,298280,311880,323520,349440,317960,339720,282960,362480,277600,312960,297560,330640,285320,344560,269200,352160,284040,313880
