"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",316320,333000,321120,334160,330880,345240,328720,341920,333280,351080,354880,356280,382280,348520,366200,358640,354440,362520,360720,366320
"C",3440,2280,1720,2040,1960,2120,1880,1840,2120,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",2960,1320,840,680,640,720,560,720,680,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",2600,1080,720,400,360,400,360,400,480,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",4040,3160,2360,1520,880,640,400,360,400,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",43440,51400,50560,40680,8880,3480,1960,1240,1280,2120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",249640,255200,281680,255160,201920,101600,56200,36760,30720,26400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",262760,299080,274440,306120,261640,252400,178000,152640,143640,115840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",269720,301120,310120,341040,301520,280080,258480,206600,167560,138600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",271280,286280,272760,304560,273520,281920,266880,211720,194080,188640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",306600,303400,309960,321640,330800,304680,249160,223440,179600,169240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322800,303520,300400,314240,272520,283080,305160,281840,302440,329760
"O",257520,316280,325280,325960,271080,314320,295200,305480,300560,304800,298720,305320,331200,317640,315160,323800,331000,356160,352120,346920
