"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",302800,319800,360760,372200,375320,345800,357720,351680,341600,348920,378280,362560,371840,330400,395880,377320,398040,365960,383880,360160
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53680,54920,45760,43480,38680,41840,40200,41560,44040,39160
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55600,55280,53480,46200,45120,41240,45040,40920,44800,43120
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54520,56400,52880,55120,50640,49040,53120,54440,50760,48200
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77560,67040,70640,62120,61400,59880,65120,64120,65720,57320
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167800,184520,146240,150840,92160,101480,94160,112520,107240,113560
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377040,353720,389880,357720,377240,325320,359320,309800,364280,317920
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354160,362000,312760,360640,292360,347200,277200,306960,274520,316360
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348720,345200,354400,282920,341560,279800,305080,256520,316080,261840
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316760,368520,298960,327200,299880,311560,269320,291800,259480,289480
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354880,341440,347600,306680,323360,284120,306000,278200,272240,302960
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319680,301040,344880,318480,331520,317920,329400,323480,327320,322320
"O",271840,326160,301760,332800,316840,300520,321600,326720,326520,332160,299600,314520,283560,300040,286760,298920,309320,352240,290280,320120
