"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",178000,211560,249800,234320,242000,241440,234960,228880,224120,235360,228040,240000,239120,223160,259680,236000,261720,253560,248880,206440
"C",2600,1680,1640,1680,1440,1640,1680,1400,1520,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",1840,840,600,800,480,640,520,520,600,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",2040,1080,1320,1000,960,1240,1120,1280,1360,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",9600,13760,15800,17720,14600,16280,17360,17120,17480,18960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",38800,57400,58680,67120,54600,63720,60600,63040,59040,66000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",195880,219880,232080,236360,219320,207520,206200,204320,203480,204760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",179200,194040,191160,240600,219840,204680,181040,199400,185560,175840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",197240,209360,225920,205640,202520,202360,182200,148840,187440,153360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",183680,172520,197120,196080,194880,220240,165480,163480,177320,142760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",2e+05,203920,182160,207560,214320,176880,185000,142240,165240,151280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198440,176160,196440,186880,189120,196720,216160,220960,210080,191400
"O",172760,175200,187320,228720,182160,188640,205640,202280,202560,227240,187360,197120,181720,199120,184200,187640,195480,243520,208040,211880
