"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",314600,309600,321320,318440,320600,329920,333640,360400,319080,357800,339520,347040,349840,359120,333840,325480,355840,335000,349440,330480
"C",3680,2200,1840,1800,1680,1760,1960,2160,1640,1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",2640,1040,800,680,680,600,760,640,600,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",3200,1680,1440,840,640,440,440,360,520,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",27360,38400,29280,18760,4160,1520,680,640,720,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",104640,146000,132520,109320,51080,21360,7560,4440,3720,4560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",270000,275240,294720,295920,280120,206120,155320,102280,95800,79760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",217560,264680,251360,297320,261520,227280,183200,170680,118400,145920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",294760,302360,312440,309440,306960,300720,274520,197040,185280,164360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",228600,280000,277560,303840,267080,252880,231720,195320,188880,173640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",285360,281320,329520,301320,324760,270640,250680,212080,201720,171760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309800,301920,280240,265640,285800,280200,299280,312440,297120,292520
"O",239440,251640,256920,330560,293240,314480,284480,299600,275840,292240,315000,283280,274240,291880,294280,289960,311040,319560,354400,324280
