"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",302600,295160,326400,318400,321600,314360,290680,316520,326160,309800,287920,300280,322160,316640,305560,310520,328000,319920,364600,312840
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3360,3280,2920,2320,1680,1800,2120,1960,2320,4360
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4560,3680,2680,1240,840,640,840,800,1520,3280
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840,4640,2440,1560,680,560,440,640,1080,3360
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000,10760,6400,2400,720,560,440,640,1160,3240
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46120,47280,32680,16680,3440,1000,600,760,1240,3400
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268400,234400,260200,208920,91680,16400,3840,2880,3200,4880
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271360,336800,263640,285520,124320,39360,19840,15560,11480,10960
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305720,286960,304440,283080,166600,63080,26880,22160,19120,14480
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272960,297240,230960,270720,146960,56360,27720,23840,18760,19880
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299240,279080,290560,280720,187960,56200,34800,29480,20320,18920
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272040,258240,284600,276880,273360,269440,254880,294200,239360,273320
"O",261320,297160,298280,311880,323520,349440,317960,339720,282960,362480,277600,312960,297560,330640,285320,344560,269200,352160,284040,313880
