"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",292840,302160,337120,340800,350240,349960,338040,336880,349560,366600,361360,352400,342560,357360,354040,359880,354320,360120,359520,361760
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,1840,2080,2040,2160,2240,1960,2040,2640,4160
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,760,640,720,760,720,680,840,1640,3000
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360,1840,1600,1040,520,480,400,520,960,3040
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50600,47840,32880,18760,3000,760,440,360,960,2920
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184360,173840,149320,119160,36960,6120,1320,760,840,3320
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332160,321680,352960,314800,277080,136400,31760,10360,3680,3920
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309040,313680,318880,332920,319720,240240,62880,26280,9640,4560
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319600,350040,332160,307080,321840,227680,77480,31680,11640,6960
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336920,314720,313400,297560,299440,254240,68720,33240,14000,8280
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305240,327080,316560,314400,306400,217560,82840,44720,19200,12080
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309440,303440,293480,305400,307240,298720,311720,316040,299960,328000
"O",252400,295360,304000,356840,273440,283600,277640,298400,278520,352080,314240,344080,287960,341720,315880,299560,317480,357600,339240,336920
