"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",214920,231760,292720,274200,276600,286160,271600,256560,273440,265760,285280,280840,274640,241920,298840,272120,287680,271240,270880,247720
"C",8680,11640,11400,14360,12680,9520,9640,10160,12840,11600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",16320,16280,21720,16760,16560,15320,14480,14920,14760,14880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",33200,35920,33360,30520,22560,24560,18720,21560,20400,22400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",55840,59760,63000,62640,54160,55240,43840,35000,38240,41880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",87840,115680,102920,98040,70320,78240,69680,68640,68640,72320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",190680,188720,224200,197160,135720,118840,104360,103200,122000,98840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",191920,217440,185880,236280,134480,108880,97840,137880,114600,116200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",222800,208800,253080,185120,166200,128680,120520,118920,116520,104800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",186120,219880,208400,211480,124480,118160,123400,112920,96680,97360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",225680,196280,212520,213040,153240,111800,107720,108720,104920,97440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239840,233240,222080,226200,244520,215640,260320,249680,237480,245760
"O",192360,229560,192120,250400,180320,200240,213760,208160,240720,238520,232920,221320,231680,189080,218720,229360,253360,242600,205760,236040
