"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",274600,293200,299480,304400,306840,321080,308040,291680,306120,301280,315800,298400,302720,319240,315000,307200,316320,315240,316280,292720
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2640,3160,2520,2280,2280,2280,1800,1800,2400,4000
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4600,3760,3640,1720,1160,920,1040,1000,1760,3600
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10320,11840,11440,4520,1600,960,1040,1040,1400,3520
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23800,27280,32400,22080,4840,2200,1640,1480,2080,3840
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59240,66960,81760,83720,33440,14160,9080,8840,10480,10640
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229920,196720,239880,228760,191480,90960,74280,49960,54280,57240
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270800,292520,294720,337600,301680,209320,135520,114560,91080,103720
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292920,272240,295040,293080,298520,226200,145240,108040,114280,116080
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268720,297440,264840,299120,290600,239120,161760,127080,113360,127880
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278440,267880,279480,274520,307160,208240,143240,129840,124880,117320
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244040,268360,246000,268040,262520,252360,269320,268240,258080,297960
"O",216320,228360,252840,277320,219200,270440,275240,271280,258800,300600,290280,289360,278080,279040,285200,295560,290840,312840,292040,306640
