"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",316520,321800,337120,361640,370840,352760,360000,341760,346360,355840,368960,355160,366520,355960,379280,376640,391120,371240,376160,324400
"C",32720,39400,31720,37560,31760,28800,30680,33240,35720,35480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",50320,46680,52120,47520,44920,44920,41360,46560,44880,42080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",46200,51600,59200,58560,45720,47120,50800,46280,50920,52880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",121560,114600,120200,105840,94080,88200,86720,82840,88960,77280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",252480,290080,280880,289360,209880,189600,154680,169920,143440,176120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",365240,335160,369920,341800,369880,332920,340800,304000,331680,306920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",274880,329080,307600,355000,332760,312280,279680,290880,222280,303520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",328560,287640,325760,318080,319600,271160,300160,264480,282640,264640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",242400,318320,310520,318200,273920,268880,282520,286520,234080,256880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",320800,293680,311800,309360,318760,275040,291400,259840,256960,268720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327000,293640,304360,307480,298800,294040,299760,326400,343760,304320
"O",300880,293480,312000,337680,281480,311240,308080,334360,289680,325360,307360,322040,308160,306320,308000,284960,352240,360720,339120,313040
