"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",73320,85240,114320,99040,107480,106400,100680,90200,101000,99160,112080,101080,108680,103480,106240,110600,114720,102080,103920,83440
"C",2600,3080,3480,3120,2720,2560,2400,1960,1920,2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",6280,7160,8160,7360,7520,7800,6280,5840,6320,5320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",10120,11040,13280,13040,12840,11120,10920,10840,11600,11520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",21200,24360,25480,25320,23400,20680,21600,19960,20360,19280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",34280,36760,40080,40600,37440,37640,34560,35000,35120,33280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",74640,76160,77480,86120,74640,63440,67720,55760,54920,55640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",71400,82120,79800,93560,68960,67160,54400,65520,55880,60160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",83160,84560,82760,86200,71520,65080,56000,51040,57840,50520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",71080,79560,76440,84720,66160,67080,53200,49280,49600,50600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",82000,82080,94560,82680,62920,59640,51480,49080,45640,47560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90800,95720,100520,98880,92360,85920,97880,96040,88160,99160
"O",68560,79880,76160,82720,90160,87880,80840,93640,86440,77280,80040,80680,84160,78760,91080,77600,87400,89400,89360,95080
