"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",292840,302160,337120,340800,350240,349960,338040,336880,349560,366600,361360,352400,342560,357360,354040,359880,354320,360120,359520,361760
"C",3280,2120,2000,1920,1960,1760,2040,1920,1880,2080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",3200,1320,840,720,800,600,560,640,800,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",3360,1640,1520,1160,720,560,520,400,480,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",31800,37720,35120,18120,4680,1800,800,640,760,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",126240,156640,131320,120960,67920,24640,8080,4400,4480,4520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",284280,285400,311760,279440,287440,212920,165600,126880,103240,78080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",259120,303160,287560,307960,294040,303960,216560,179120,152280,156240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",309680,285320,333600,340920,317800,329120,264480,188920,160200,159840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",262360,290560,278520,290240,263120,314240,225240,207160,184320,171560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",291320,275560,308240,315960,307320,304040,269360,216640,215240,167800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309440,303440,293480,305400,307240,298720,311720,316040,299960,328000
"O",252400,295360,304000,356840,273440,283600,277640,298400,278520,352080,314240,344080,287960,341720,315880,299560,317480,357600,339240,336920
