"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",214920,231760,292720,274200,276600,286160,271600,256560,273440,265760,285280,280840,274640,241920,298840,272120,287680,271240,270880,247720
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13880,15560,13800,12000,11200,10160,10040,10160,7880,8480
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26760,22600,22840,19120,18120,16920,15480,16680,16320,11600
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39520,37600,36160,28640,24360,23840,20480,21720,18840,19520
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70040,64400,70920,69480,64240,40880,38440,41120,39760,31640
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113480,120440,114520,111600,88280,86520,63640,65680,58520,56760
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267360,219200,235760,204240,176200,106000,123400,105240,101760,95120
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271280,259680,229680,232080,146600,137000,83840,113880,90240,97560
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257360,253480,256040,209880,187120,125440,113400,99520,106240,85200
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249400,258760,244240,229320,140880,120640,95400,111680,97600,88360
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281960,237560,251240,236720,149280,125160,113000,90840,110640,84440
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239840,233240,222080,226200,244520,215640,260320,249680,237480,245760
"O",192360,229560,192120,250400,180320,200240,213760,208160,240720,238520,232920,221320,231680,189080,218720,229360,253360,242600,205760,236040
