"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",324560,337680,346480,365640,348680,347560,349360,336560,319640,365240,353360,340840,340920,348840,345320,334800,361640,352600,370680,366720
"C",4840,3280,2720,3040,2440,2480,2160,2400,2000,2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",9320,5880,5960,6600,5160,3920,3680,2960,3280,2520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",20040,17200,13040,15880,12680,8640,6880,6880,7320,6800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",55040,45240,42480,41000,37920,27560,21280,19120,20360,16240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",85360,98640,86760,97440,77680,57600,42400,42960,41480,41160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",341640,369800,349240,361680,344640,212520,163200,158560,152680,130760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",266840,320320,294760,347960,344080,320400,243240,191800,205960,194080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",298360,303800,309440,305080,366880,366680,285120,238280,186000,175240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",255000,252200,283560,306200,291720,356320,213960,247560,210800,231680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",310520,309640,346560,316880,368800,362440,272240,201440,214360,195400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270720,260840,304560,269800,281400,267920,260280,279360,303800,294680
"O",272000,294680,299440,325040,306560,333640,301280,303200,328240,356360,302440,256320,258240,310040,272160,313200,258560,301000,293840,245800
