"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",233720,262120,276560,285760,288120,285000,283240,267360,287520,276480,271040,290560,295080,271680,296960,295160,298960,281600,277600,250360
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21520,22200,22080,17360,15080,15280,14640,14960,12760,11520
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27240,26400,26320,20600,19720,15400,17560,18920,14960,13960
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32680,30680,31640,24560,25720,20280,18920,17880,17520,18680
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400,43080,45120,35800,35360,31120,29760,25160,26000,25520
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75920,82120,74120,91840,62880,57040,41240,45280,40640,44680
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222600,194720,205040,178720,126880,103120,112920,91480,97040,86160
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246600,268240,246200,234080,140000,141080,110440,116720,100920,97920
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296240,267080,253000,241760,171560,121600,119480,102360,112280,97640
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244560,262440,245360,241600,164600,115040,115800,122120,106200,97240
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267520,256040,277720,213000,167440,118840,119000,104640,97240,88960
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239440,221960,257200,238200,251120,219160,246600,247880,268480,258040
"O",228920,218760,242840,232320,220960,218080,248280,242680,245120,247240,229160,269160,215240,243920,257360,252280,264480,284200,263920,255800
