"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",334800,356120,356200,378120,355920,367320,361040,350840,355440,348520,366080,353680,368400,333920,386480,342800,391760,387360,404440,378160
"C",5160,4120,3440,3400,3240,2840,2760,2440,2160,2800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",6480,6080,6040,6240,4320,3320,2440,2440,2360,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",12240,16280,13960,13320,8640,7720,6120,5800,5600,5600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",27640,27840,28520,26520,21120,15000,13760,11280,11240,9200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",48840,70680,68360,65040,40760,37160,25080,26080,24000,21280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",201720,208480,247200,213200,167600,118440,101400,91280,94320,82320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",277480,352600,305600,355320,301200,253480,204440,186280,146120,163520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",290040,297840,296080,314560,372120,384560,241080,219320,203840,187400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",260440,294160,264400,349880,336280,350960,238600,205520,211560,186520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",278320,266840,273560,285200,391480,352280,240320,279160,223640,217640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271960,320040,282640,290360,254640,300600,291880,303080,300520,305600
"O",275560,305640,302960,299520,327200,340720,297040,320400,308520,343800,326040,346120,302800,315840,339680,328920,340800,347960,343320,322640
