"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",324560,337680,346480,365640,348680,347560,349360,336560,319640,365240,353360,340840,340920,348840,345320,334800,361640,352600,370680,366720
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3200,3120,2800,2360,2440,2160,2240,2440,3200,4720
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7520,7720,6840,5560,3480,2240,1920,2160,2840,4680
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21840,20960,17720,14080,7360,5440,4480,5080,6120,7160
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61480,54840,52560,39720,26120,11960,11040,8960,9840,11400
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107680,118960,93560,89680,55160,29880,20480,16760,19280,19880
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413280,385120,394680,303160,196480,114720,64040,41240,42800,40800
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308840,350920,311720,372240,332440,188920,85280,58600,47000,37760
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341680,322600,345600,331120,358120,194960,88560,53880,43760,36080
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241400,300120,301920,325680,305920,186080,75360,48960,40680,33480
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312720,268560,299160,299640,347920,213600,80640,48080,32200,29960
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270720,260840,304560,269800,281400,267920,260280,279360,303800,294680
"O",272000,294680,299440,325040,306560,333640,301280,303200,328240,356360,302440,256320,258240,310040,272160,313200,258560,301000,293840,245800
