"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",316320,333000,321120,334160,330880,345240,328720,341920,333280,351080,354880,356280,382280,348520,366200,358640,354440,362520,360720,366320
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,2040,1960,2120,2000,2200,2080,2120,2440,4120
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,760,560,840,680,680,680,880,1560,3400
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,520,560,440,360,400,560,1040,3160
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3680,4000,2560,1640,560,480,400,480,920,3080
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,79320,66880,38720,5960,1720,680,600,1080,3400
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329040,293960,290960,245480,168120,49160,5120,1200,1240,2960
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308640,305440,307160,343640,251120,194880,44840,18720,4520,5800
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345360,357160,362360,322920,305440,245280,71240,26200,8160,6520
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309480,366240,300880,308280,305480,220360,84840,31840,16800,8880
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352120,307320,338880,304360,324240,250680,94080,41800,17440,11120
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322800,303520,300400,314240,272520,283080,305160,281840,302440,329760
"O",257520,316280,325280,325960,271080,314320,295200,305480,300560,304800,298720,305320,331200,317640,315160,323800,331000,356160,352120,346920
