"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",356520,341640,325040,359440,339800,363640,362000,384440,371880,412720,373360,345920,360520,335120,372600,367560,374480,395440,387000,362520
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3760,4600,3560,3680,3000,2720,2600,2840,2960,4560
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6920,6600,7800,5840,3800,2640,2760,2720,3080,4680
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18120,23000,17720,15920,9760,7160,7480,6600,7240,8000
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38880,39400,36680,28960,22200,11320,9920,9320,10440,11720
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93040,83760,72200,72000,46640,28400,18080,18160,16560,19280
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319520,290880,292720,253720,159960,91560,61520,50040,47680,41000
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319640,327440,346400,375760,343560,176400,84120,61200,47800,44440
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323840,319880,291080,334800,296920,190000,81840,60240,41680,39800
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266760,281120,315720,311160,350040,187240,92600,60760,34880,36200
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302720,283360,289880,302040,354520,203080,87440,49640,41120,36000
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269960,268200,279760,306160,295960,280360,265800,288960,272920,307760
"O",295240,271440,313840,321760,312720,301160,293480,307800,283000,342720,316320,294920,254800,332760,289240,277840,318200,312600,297720,304040
