"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",302800,319800,360760,372200,375320,345800,357720,351680,341600,348920,378280,362560,371840,330400,395880,377320,398040,365960,383880,360160
"C",40400,46640,39720,47360,37000,41080,36840,38840,40000,36400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",53200,45920,47120,46240,45680,44000,43480,41320,40200,37680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",45360,49800,46320,56440,41880,45280,44080,38480,44160,45560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",70600,68040,70760,59000,62360,54120,57200,58880,55920,52040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",1e+05,150960,163160,144200,99680,111280,86320,99840,87720,99840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",337360,350880,341600,375720,363440,334680,332600,282640,342240,311960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",297960,352400,301720,338240,273800,336640,258280,297720,254920,289520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",320120,334880,340400,313800,337920,288480,312400,259240,261640,238240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",293760,310360,316040,310880,275360,307520,259400,267200,240080,277960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",317600,334280,324560,317960,322800,263760,298040,240600,266040,254920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319680,301040,344880,318480,331520,317920,329400,323480,327320,322320
"O",271840,326160,301760,332800,316840,300520,321600,326720,326520,332160,299600,314520,283560,300040,286760,298920,309320,352240,290280,320120
