"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",209640,196480,217560,225760,244240,227120,240680,231600,215720,230560,259480,225280,264720,225480,254320,241200,280600,246200,262680,261040
"C",2600,1600,1400,1640,1480,1400,1160,1360,1720,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",1800,880,640,760,800,680,600,560,680,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",2080,1120,960,1160,1160,1040,1280,920,1240,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",4160,3680,4520,5000,3920,4480,4000,4720,4840,4560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",16920,24360,28800,32000,25520,28480,26800,27480,28240,29080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",133800,155160,195920,185600,184200,154960,142880,143240,140960,141480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",176000,222160,212000,222880,186160,209240,170720,174400,149560,166640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",185240,180360,209600,209200,183760,188720,160720,174160,165200,143960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",156400,184120,182720,177760,189120,179920,163280,149920,143640,127320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",196000,193920,200160,205200,221880,194920,156480,158320,146760,141400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200040,185080,178720,201200,183480,199960,216480,219040,220800,194920
"O",169680,178440,167640,210040,183120,193040,190000,201800,185280,192800,187480,193400,178120,187240,176800,201320,208840,200520,174440,210680
