"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144640,NA
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141960,NA
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138600,NA
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146680,NA
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151360,NA
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141200,NA
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,152880,156840,157600
"I",153520,136560,137680,135160,148320,146760,165280,152360,157280,156800,153280,147200
"J",145240,131920,129240,137000,127800,140480,154280,147560,145520,147640,135480,NA
"K",140400,136720,135520,136440,146040,144000,155200,153440,148560,145480,146000,NA
"L",137200,134520,136640,125200,134360,132800,145800,140000,141440,128640,131720,NA
"M",121040,144560,118920,124520,126360,125720,129600,147120,142000,136560,155800,NA
"N",122840,116440,125120,118240,120000,126040,128200,125720,125600,119160,124560,NA
"O",57880,59560,56880,54560,50360,55440,69920,63560,64040,52600,151960,NA
