"","11","12","13","14","15","16","17","18","19","20","21","22"
"B",NA,203200,31840,26120,19360,14880,8720,2760,1400,1000,1320,1840
"C",NA,197560,60520,48160,40560,39200,20600,9280,2800,1480,1240,1560
"D",NA,213480,94120,72680,59000,43880,27960,16240,5840,2360,1840,2200
"E",NA,203360,184640,156280,127480,79920,38720,21120,8840,3440,2160,2800
"F",NA,203160,212880,198520,180360,136960,81320,32240,15320,7520,5240,4120
"G",NA,191080,195080,190040,172640,128000,75720,31760,18400,11760,7560,5840
"H",204680,210000,188080,194640,172240,122120,66880,31520,19520,11920,9120,6360
"I",199920,192960,198360,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",NA,201720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",NA,191360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",NA,199720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M",NA,180960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,207720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O",NA,186040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
