"","11","12","13","14","15","16","17","18","19","20","21","22"
"B",NA,88280,31880,29200,31000,29640,30280,29040,23240,8320,16800,15000
"C",NA,87040,41280,38120,37440,38280,37240,38000,31240,15400,14920,13280
"D",NA,89640,44000,43480,43040,40480,43440,38360,37560,17440,13760,12960
"E",NA,86720,30040,30600,28880,30800,30080,25920,21800,8760,13120,17040
"F",NA,94320,45360,41400,39240,40800,43160,40040,35280,15880,14760,16320
"G",NA,84880,45120,45240,41000,43920,42160,40040,32240,21160,12920,14440
"H",88880,94840,90720,98080,89520,88800,87360,89800,65200,32240,27600,23680
"I",98760,87640,93160,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",NA,89920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",NA,87720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",NA,94600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M",NA,84360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,86680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O",NA,82520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
