"","2","3","4","5","6","7","8","9","10","11","12"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174000
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176360
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214600
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199160
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190000
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218680
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,188360,233960
"I",65920,87360,103800,99120,93000,140080,138920,158040,188040,198400,234560
"J",83680,89360,105440,120320,129680,142480,160160,169080,179840,163520,275200
"K",40800,54200,67000,70960,77960,120280,139560,153920,180800,180840,204520
"L",35600,39240,45920,62440,84440,112080,128800,147120,171200,224280,174640
"M",16640,26600,32520,30960,40280,57440,76320,136600,162960,210040,233560
"N",21920,20440,24520,29360,31360,37240,42440,56640,73560,123120,198440
"O",18080,26280,22800,23120,26040,23280,32720,44600,46680,56240,229200
