"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",18560,20200,23080,21440,28680,29200,31360,30720,32040,31040,78240,NA
"C",19320,26000,21120,24440,36640,37840,37360,37160,40160,38480,88880,NA
"D",19920,25240,17360,25520,41800,45760,44920,46280,49920,48840,89520,NA
"E",19840,23160,26160,28880,42280,55360,44920,52200,55200,55240,75280,NA
"F",27280,38600,27120,35040,66080,67240,73080,73600,75880,73320,86640,NA
"G",34080,51000,27480,43000,78600,76240,81360,82520,87080,83560,91400,NA
"H",37600,43040,43480,45920,87440,91920,80160,90360,87720,93880,94240,91880
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,86960,97640,88800
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88200,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96000,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86240,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82280,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83000,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80120,NA
