"","2","3","4","5","6","7","8","9","10","11","12"
"B",45120,45200,45160,48640,50840,50880,48800,52120,50400,52200,294520
"C",58520,68720,72600,78280,73160,78840,86720,76760,91000,112120,236520
"D",111880,138360,132600,149960,152120,168560,165240,181920,179520,193320,243240
"E",120760,141920,155760,172520,167760,177880,177040,207080,219920,235320,272480
"F",155040,164320,186960,199640,200200,211560,234840,227120,254520,257040,284120
"G",150160,180960,185360,195640,206840,218560,217240,233240,245080,294520,296760
"H",164320,173280,186400,195600,196160,206840,221800,233320,227040,284600,326200
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,318880,263640
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306080
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297800
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270840
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268080
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251320
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264200
