"","11","12","13","14","15","16","17","18","19","20","21","22"
"B",NA,183440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",NA,183080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",NA,182000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",NA,182320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",NA,190440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",NA,179200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",183040,176040,184080,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",184480,180000,187680,183960,184600,182600,183040,177160,176880,176400,176680,170040
"J",NA,185720,185320,186040,190040,181080,186720,179360,177720,167480,173600,170200
"K",NA,174080,182080,181320,175480,179640,187840,172080,172360,167880,171640,167480
"L",NA,174880,186920,175480,176120,174360,172840,179440,165480,168480,169200,171320
"M",NA,172320,172760,180880,172680,174960,168000,166160,171360,165720,176840,168520
"N",NA,185960,151160,164480,163160,171360,159360,158000,153560,140400,79480,53680
"O",NA,166480,5880,5600,5840,6960,6720,13200,13680,31440,69120,53080
