"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",65280,80560,89440,100840,102960,98720,103600,87480,75920,29200,190720,NA
"C",101720,123960,127600,140360,145960,167840,166160,171560,182240,185560,189920,NA
"D",107960,133520,137520,147360,158560,169280,170600,177520,175560,203160,193640,NA
"E",108000,134840,139360,145240,157520,168640,173000,186640,181760,209200,197360,NA
"F",108800,137680,141720,152040,164720,171240,178480,192000,190000,207200,209200,NA
"G",111560,128200,133040,153680,155040,153920,169520,176520,174960,197400,195960,NA
"H",106520,126480,140040,152200,164000,173240,179160,178600,186120,213040,207600,207800
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,208720,206080,216960
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205320,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211120,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195680,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198600,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196320,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187720,NA
