"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",48760,54360,51280,44720,46520,44920,46080,46920,44760,54440,183320,NA
"C",131960,151920,163080,162760,166040,171280,171320,173920,170840,178880,183560,NA
"D",148240,171680,180640,185240,184560,185960,193480,202120,192000,184000,193120,NA
"E",151640,176240,179800,182040,189240,184760,190920,187640,188400,196360,195520,NA
"F",153000,184920,189240,184120,182400,193120,189240,196200,191840,194840,197360,NA
"G",151200,174000,173080,185120,176560,194800,178800,182240,180720,185440,185320,NA
"H",150680,177840,181120,185040,183800,192480,196840,200760,196040,199920,189960,202600
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,204160,194720,198520
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193200,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199600,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187400,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189760,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189560,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189640,NA
