"","2","3","4","5","6","7","8","9","10","11","12"
"B",41760,48520,54320,50560,54800,50800,54120,55840,52560,54800,190720
"C",88920,117480,119480,126760,133320,126680,131000,133800,132480,134080,182960
"D",175320,200840,201360,214280,212000,220600,214800,226960,226680,226160,181840
"E",192320,201000,208640,216400,210960,215600,223760,208600,186600,234440,188560
"F",202600,213680,204200,179600,177280,191760,193400,191560,187080,174400,183440
"G",185480,196920,165320,160120,156640,163840,164720,168640,156240,166640,205440
"H",190640,203360,168920,178840,176720,166320,167800,175600,169480,172680,181600
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,170280,206320
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193800
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174280
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188040
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177280
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164840
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178000
