"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",1840,21520,41000,64120,60080,65560,70280,64400,53640,52880,202120,NA
"C",1680,40120,66880,84080,87040,99280,103480,90960,109720,114880,210880,NA
"D",1600,41960,67080,96720,130320,129720,141840,145920,144800,116960,215000,NA
"E",1520,58280,69560,176640,204840,194840,194080,220200,228760,221800,214560,NA
"F",1640,49120,93000,216080,226200,228840,227000,218280,217720,234640,220040,NA
"G",1800,51280,122720,206760,209440,221920,217280,228720,227720,210640,209160,NA
"H",1720,52240,107760,210640,219160,219040,221200,228280,219200,215880,214360,213520
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,220960,206360,214760
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204440,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206640,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198880,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221720,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217680,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197480,NA
