"","11","12","13","14","15","16","17","18","19","20","21","22"
"B",NA,226400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",NA,227960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",NA,239440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",NA,217120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",NA,252760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",NA,230440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",252800,232960,241600,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",227640,239640,237640,257920,232440,226880,241160,239080,215720,192000,139360,28360
"J",NA,241120,239920,245720,242040,234360,232640,231960,223560,190160,137480,26200
"K",NA,240680,245960,254600,257640,238120,250200,241680,217200,179760,127560,28840
"L",NA,238960,210800,207000,203760,200240,208640,192920,166200,119560,80800,23520
"M",NA,242560,108640,107960,110640,105840,107720,103360,86440,70520,41520,9560
"N",NA,261200,83360,81440,80520,75480,76480,72200,65840,48360,31360,5000
"O",NA,241640,37080,38120,39000,39080,40680,36160,33040,29640,9880,2600
