"","11","12","13","14","15","16","17","18","19","20","21","22"
"B",NA,120080,44720,39760,45200,45000,40240,37560,47160,38920,37240,36280
"C",NA,128920,92080,94720,92520,94000,96000,85840,83600,82160,81240,70800
"D",NA,134400,105840,103000,105040,107200,104400,98640,97600,91520,88720,84560
"E",NA,143440,115400,109280,111720,112280,108520,112400,110000,106240,97200,93680
"F",NA,135080,123600,127120,129840,124080,118920,115640,117360,119320,114120,106440
"G",NA,136920,141320,134640,121640,116720,119040,127000,119720,124400,115720,110120
"H",136720,139680,NA,140160,134160,132120,131720,122240,132480,125120,117480,109760
"I",144040,142880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",NA,136480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",NA,132840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",NA,131120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M",NA,128160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,128440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O",NA,124840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
