"","11","12","13","14","15","16","17","18","19","20","21","22"
"B",NA,280720,56520,52080,48280,47520,42880,37560,31200,26320,20160,15800
"C",NA,272480,101480,76440,73440,53520,48120,39960,35200,24160,16240,16600
"D",NA,287440,196600,177280,152200,134960,108680,64360,47800,32080,24280,18240
"E",NA,284280,215680,214800,188480,167360,151880,105240,90120,61800,40160,26840
"F",NA,295200,284200,249960,244760,211960,201560,187040,149240,97320,71120,47360
"G",NA,288280,319560,234920,227400,215000,178080,178760,123400,88640,69200,53400
"H",248160,248000,NA,258160,219680,190880,157680,145960,99000,106800,63120,50160
"I",272280,259760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",NA,277040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",NA,258400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",NA,261480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M",NA,237320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,285280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O",NA,228280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
