"","11","12","13","14","15","16","17","18","19","20","21","22"
"B",NA,91040,30000,29040,30920,27840,22760,22360,17600,8240,640,840
"C",NA,89200,41720,39880,36440,32080,32600,27880,20720,8440,560,680
"D",NA,96000,49960,42160,42600,38120,37440,34720,23720,8400,440,720
"E",NA,93320,31400,29840,28200,26560,22960,23200,17880,7200,520,600
"F",NA,94920,44400,43040,37840,34520,34560,27400,19360,9000,480,680
"G",NA,96160,47560,44480,41480,40200,37120,31640,21200,8560,680,880
"H",90920,96040,84800,90240,94040,83920,78840,68760,35000,14680,1160,1200
"I",91280,102040,89600,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",NA,85880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",NA,92960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",NA,99680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M",NA,83280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,92840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O",NA,91560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
