"","11","12","13","14","15","16","17","18","19","20","21","22"
"B",NA,84840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",NA,78960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",NA,89120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",NA,85280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",NA,91560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",NA,78920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",92960,94560,87880,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",95240,99040,94280,94120,84240,76160,40880,2880,720,680,760,800
"J",NA,85000,86680,86320,97240,72600,33560,1880,480,360,360,520
"K",NA,101520,75240,77560,78200,65440,26960,1840,360,200,280,600
"L",NA,77000,48880,49600,51640,35680,15920,1160,240,160,240,480
"M",NA,93400,41760,37680,34880,30560,11160,800,200,360,200,600
"N",NA,88760,37520,34360,36960,26720,12720,1320,440,320,360,480
"O",NA,89240,34240,30800,32640,26640,16320,2280,760,640,520,800
