"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",520,400,8960,13520,21040,24560,27840,30040,30280,31760,87720,NA
"C",520,280,7320,11360,24960,33480,38480,39680,44760,41160,89680,NA
"D",440,360,5520,8360,26280,39480,41480,49520,47280,49800,90200,NA
"E",520,280,5720,11000,31080,50640,57920,63200,59880,58960,80360,NA
"F",520,440,7880,15680,39240,61080,79000,86600,85640,84880,86680,NA
"G",680,480,9560,14760,48440,65640,77920,81560,85840,81240,83320,NA
"H",920,920,11560,16160,46920,72400,79520,90880,86920,91520,83240,87120
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,92920,91080,90200
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86880,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85520,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90800,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81160,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86960,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86560,NA
