"","2","3","4","5","6","7","8","9","10","11","12"
"B",8600,10040,14880,19280,23000,25280,30400,34640,35960,42880,120080
"C",3760,5080,7040,10720,14760,21000,36120,52680,61480,97600,128920
"D",3320,3960,8640,9000,12280,21520,43480,62320,80240,106000,134400
"E",2920,3360,4840,7520,12400,23120,54400,71440,91200,119200,143440
"F",3800,5480,6520,11240,19280,35720,78640,101080,109880,133000,135080
"G",7080,9200,15920,29080,42080,59840,98680,114600,116360,138480,136920
"H",9720,15160,28200,49760,68080,87440,126000,123440,128840,136720,139680
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,144040,142880
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136480
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132840
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131120
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128160
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128440
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124840
