"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",16960,36640,34040,33840,31440,32320,32520,35000,32920,37040,203920,NA
"C",48000,62600,69080,63440,68520,51800,56640,65600,76680,66880,205600,NA
"D",56920,74000,91160,106640,95600,105880,97080,97080,103720,105560,205280,NA
"E",60360,101560,144920,164040,168440,166440,159520,163000,167160,165240,214080,NA
"F",60600,115280,172520,183040,191560,188280,202080,205840,211240,200560,206120,NA
"G",58960,118200,232880,196240,195480,190440,190920,197160,202760,203040,192280,NA
"H",54800,98200,160800,185680,178160,183360,170800,197640,191840,197440,187720,198920
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,194400,196680,196040
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200160,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202560,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200600,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200880,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197440,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190400,NA
