"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",8800,24880,32920,47800,28200,7240,3280,2640,2600,2880,121640,NA
"C",8200,21960,30400,49880,95720,104560,90560,89720,87320,90480,126560,NA
"D",7000,23120,31880,55960,99560,116040,121360,113920,103840,112440,122040,NA
"E",6880,20240,30680,58440,103200,119480,127120,121960,121920,131400,119640,NA
"F",6960,20960,31720,54200,101960,113080,109840,104040,96600,102560,99520,NA
"G",6520,23240,30320,57640,96680,108840,120320,122880,119480,116520,83080,NA
"H",7040,23520,30720,56200,94120,105120,111240,98960,114560,123800,112320,116560
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,129720,130640,125400
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124520,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50040,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107040,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121240,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121760,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121520,NA
