"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",7040,1920,2880,11880,16760,22640,24160,24240,17760,39400,199600,NA
"C",36560,90080,143520,177280,194200,201200,206280,213200,205880,214200,220560,NA
"D",10320,130320,175600,195000,212320,209880,223720,221600,225240,222800,220720,NA
"E",23800,153920,188520,205560,212280,216960,221520,234520,227280,236000,233000,NA
"F",29680,157680,190840,216160,219040,219960,229320,237000,229480,232800,237200,NA
"G",13240,19600,182320,201600,210320,207560,213800,207640,216960,214920,211800,NA
"H",44440,152400,191480,205920,210520,218560,223760,227760,230560,232760,232160,240800
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,234680,237360,236400
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229240,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203560,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218080,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211520,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217080,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202400,NA
