"","2","3","4","5","6","7","8","9","10","11","12"
"B",16440,18280,19280,18720,19040,18480,18360,18960,19280,20160,154080
"C",62160,83400,86280,84280,98240,98520,99480,109160,109920,103120,150480
"D",83120,111880,116560,119200,123680,138240,136600,145320,142520,136640,153800
"E",88480,103080,114760,117000,131640,137400,141160,155640,164360,166760,159000
"F",104680,130960,143520,148440,158480,167120,164840,179880,186440,197920,173360
"G",97080,132880,155080,151160,148040,153640,179880,170680,176480,191800,158280
"H",176120,145960,158640,163520,171000,174960,185920,198960,207200,193480,146960
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,166080,182280
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156720
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176840
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170600
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137280
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122960
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153280
