"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92240,NA
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82920,NA
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94960,NA
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86640,NA
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,NA
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95120,NA
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,90360,94520,98280
"I",600,1000,70440,102080,94920,92480,92480,99000,91720,98440,92320,96800
"J",560,1240,31200,40960,37800,43880,40440,41720,46240,47480,93880,NA
"K",520,1040,30680,38200,41920,40680,38800,43880,40880,40000,96520,NA
"L",480,440,14240,29760,30240,31200,32480,30360,31760,36720,97560,NA
"M",400,960,30560,39880,41440,39960,40520,38920,40680,42360,90560,NA
"N",480,1200,26320,38920,43280,35760,33440,39840,39240,39360,88160,NA
"O",680,880,12680,28240,31320,31240,27720,29960,28840,30000,89240,NA
