"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",2840,5240,11400,24560,43520,72800,87240,87920,89480,92440,118360,NA
"C",2480,4200,9200,29640,55600,90880,102600,117560,107520,108560,113200,NA
"D",1880,3600,8960,34080,61560,101080,104200,118600,116800,116440,108560,NA
"E",2120,3280,9320,31880,59640,93120,104320,107520,117320,122400,115560,NA
"F",2240,3360,9720,35480,58080,94480,109880,112480,126080,117160,122360,NA
"G",2080,3680,9040,30280,59760,96480,106480,114120,112960,121560,113440,NA
"H",2560,4560,10880,34120,68800,100320,105400,117520,119400,118440,117200,125120
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,125760,116240,115800
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116520,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117840,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109000,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118880,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110520,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116880,NA
