"","2","3","4","5","6","7","8","9","10","11","12"
"B",30800,35880,36400,39400,39600,41920,38280,38800,39560,40280,88160
"C",42480,62760,72280,77920,80520,78720,75440,77760,74480,78960,90080
"D",45000,76680,84400,90480,85160,88400,84240,86440,84000,84200,92840
"E",46200,83440,92520,96120,93000,98600,93600,87080,94600,91200,90160
"F",58040,94600,102440,102480,107120,106560,112520,93440,92280,98320,92080
"G",57040,93240,103160,108840,92480,105520,114000,104160,108080,103920,95200
"H",62360,88760,105040,104960,104840,107800,108360,110840,101320,101240,92080
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,100040,97920
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93600
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93360
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85360
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92040
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86160
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82560
