"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195920,NA
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198720,NA
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197760,NA
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203720,NA
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212400,NA
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210880,NA
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,205080,209800,211640
"I",153400,173000,177840,188720,141840,192400,196760,209560,211800,211960,216640,226600
"J",155000,172640,170520,173160,154880,185120,202320,209120,196880,201360,204360,NA
"K",134480,154320,169280,158240,121720,167080,172160,184760,197400,207520,186360,NA
"L",138120,154800,161120,169480,126320,174360,184160,186360,182280,187000,193600,NA
"M",130880,138960,150680,156200,161120,151400,175720,171720,179720,189000,194720,NA
"N",111960,93680,92680,147960,122080,139600,155240,170760,161720,166920,194280,NA
"O",18320,26800,26400,25960,25680,28880,29320,41880,31920,38040,191600,NA
