"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91040,NA
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89200,NA
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96000,NA
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93320,NA
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94920,NA
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96160,NA
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,90920,96040,84800
"I",520,1560,75040,88880,94960,95320,95520,95120,94560,91280,102040,89600
"J",520,1040,32160,47400,42920,40040,42200,42040,48920,49440,85880,NA
"K",560,1400,30880,39320,41360,38680,42320,44800,46520,46080,92960,NA
"L",480,480,14120,28640,32240,33480,31000,32320,32120,33640,99680,NA
"M",640,1360,34400,40280,40680,42440,41160,44200,41840,39840,83280,NA
"N",560,1360,31040,40280,38360,37800,36360,40480,40200,42760,92840,NA
"O",720,800,14800,30240,33360,32440,28600,32680,30240,30240,91560,NA
