"","2","3","4","5","6","7","8","9","10","11","12"
"B",21280,28000,26160,28920,26880,28560,27840,26480,27360,28640,63080
"C",31920,47120,52880,54160,53880,52240,54000,58640,54360,53480,64520
"D",32480,50760,57200,58560,58400,60520,58680,58120,58120,57760,63440
"E",34600,53800,62040,64400,65840,63000,62680,63320,63840,63040,66920
"F",42840,65480,69320,70640,71800,70040,67360,68960,68960,69240,65960
"G",40920,62760,71800,69160,65360,69760,72120,71920,69120,71320,68000
"H",45560,62680,64760,72840,71040,67480,67240,71920,72440,70560,68080
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,71440,71280
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65400
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64000
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63480
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65600
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65360
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68640
