"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",680,720,10040,28000,30880,32640,33840,37400,35600,37920,89080,NA
"C",680,760,5160,16960,21840,24440,26120,28360,28640,39560,92800,NA
"D",680,1200,7680,21080,31840,38760,44720,47960,47120,61720,126840,NA
"E",480,520,2400,15840,25640,32480,39200,41440,43640,58080,81640,NA
"F",600,920,7560,53480,60800,71240,77320,80440,83720,86480,96160,NA
"G",520,560,5760,27600,42720,49400,55080,53720,47680,52120,58120,NA
"H",480,800,6440,49880,69000,84080,90160,87560,100120,79000,82360,75520
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,75600,74640,77400
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86640,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79640,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159720,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70520,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112760,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77720,NA
