"","2","3","4","5","6","7","8","9","10","11","12"
"B",4840,7360,12880,22840,28040,33000,40120,45720,47960,51520,161880
"C",22160,25400,24240,31120,41520,52640,66520,74680,93360,164680,157920
"D",25520,34040,42160,57480,74600,103920,146200,175600,182680,208600,175160
"E",23880,38760,38120,50640,83960,109440,156240,197640,203720,214280,154640
"F",32960,41560,53640,70440,90440,147920,192520,225160,221040,184400,171080
"G",35760,50560,52720,59400,104240,141840,197160,216480,210640,200040,164080
"H",39520,47080,72120,74960,91240,150560,142440,179360,232280,195040,169280
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,167760,163440
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166440
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164000
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157120
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162560
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161160
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147440
