"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,60600,61000,66440,64680,62040,63680,63320,58160,62120,59440,61200,58000,60640,NA
"C",720,7600,10440,10840,11720,11880,11600,600,8000,10800,10840,11320,11440,12280,680,8280,10000,10200,10920,10520,12200
"D",960,9160,9360,10560,12600,12920,12040,960,8000,11000,10080,11520,12480,11440,800,8760,10400,10960,10640,11320,9120
"E",1000,7360,9800,10520,11680,12880,15680,760,7920,11720,12080,13600,13720,15760,600,8160,9880,11440,13080,13120,15160
"F",920,8160,11040,15040,16560,16880,24000,1000,8760,13280,14040,18680,20560,26400,920,9200,11480,14400,16920,18640,23320
"G",1080,9800,13040,20840,22760,25560,33880,800,10800,15520,18200,26000,31360,35960,960,10080,16240,19520,24400,27160,34880
"H",1080,10680,22480,33200,30960,35280,43080,960,10440,18320,26280,32720,39040,42400,960,10160,21480,26480,32080,35040,42480
"I",1880,12760,28080,35400,36960,41040,46480,3440,14400,32080,39280,39360,45960,47640,1400,14360,28240,35240,37800,38840,47960
"J",1200,15320,37680,41440,44160,43280,52760,1520,17280,34760,40080,43400,46520,49440,1400,16520,34960,38960,43760,48440,51200
"K",1520,14160,36920,38000,36160,46120,49800,1440,20240,37280,40120,42560,46560,53280,1240,18480,34600,34520,38600,44920,57440
"L",9840,11640,14240,26240,31400,41720,48000,50320,51600,NA,NA,1400,32840,34560,39040,39160,47920,54680,NA,NA,NA
"M",10480,11600,17280,28080,34520,44120,50480,57120,59640,NA,NA,1720,28840,36520,39720,42120,54040,61040,NA,NA,NA
"N",9480,12280,17960,29920,35160,41560,50080,52720,56160,NA,NA,1680,27880,37000,39480,43600,51360,62080,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,55520,62520,66400,69760,65360,63000,65320,61920,64040,64280,60120,58760,56040,NA
