"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,215760,211280,226120,224880,217400,220480,213280,212040,218280,212240,205960,207640,205120,NA
"C",1120,68600,122640,142880,129080,133720,127880,1520,78040,124320,149000,145920,139400,140560,1400,79400,127000,144240,147000,127800,118280
"D",1240,103680,147960,176280,190080,181960,180480,1360,109680,157600,188040,190960,191160,184080,1560,114760,153120,178560,176120,175080,163160
"E",1840,118400,169840,189280,185480,190640,188160,1280,135960,177240,203960,207680,200080,195160,1120,133360,168320,196480,196440,194200,181600
"F",1320,135160,177600,197920,199400,198840,205120,1920,146800,193560,209040,205520,224640,200760,1760,144680,191800,208880,194920,200320,195160
"G",1480,137200,186640,210440,206120,202000,195840,2480,165440,196720,206760,212680,200360,194320,2640,160880,191760,199800,200680,189400,196360
"H",2200,151360,185440,193480,204920,203600,208280,2720,160240,197320,214000,215240,220720,203800,3200,161480,187920,199600,202840,201920,197480
"I",2200,168640,203640,215680,214480,217320,216600,3440,173640,219640,230160,223080,226080,229880,3320,174680,194960,215240,208080,199080,212840
"J",3240,169400,195240,212080,217920,216240,214760,4400,182000,213880,223360,228160,227040,216200,3840,176080,202320,212160,221480,204600,202880
"K",3720,177480,206200,217200,216600,229200,227080,4000,215240,231400,235040,239640,224480,237680,4640,201560,206720,218400,219720,213720,214080
"L",129320,172800,179560,189800,196240,207880,216200,208440,218280,NA,NA,6200,215160,213520,248840,233000,247000,218120,NA,NA,NA
"M",119960,166080,183880,192360,194840,200840,213560,221520,215960,NA,NA,7520,196800,213000,227560,221560,224000,220400,NA,NA,NA
"N",123680,165920,185680,187400,183880,202200,200960,214520,215640,NA,NA,6400,193280,210480,223040,222280,224320,210720,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,207800,210280,202640,219120,199160,208440,217440,205000,205680,208440,199200,199280,192600,NA
