"","2","3","4","5","6","7","8","9","10","11","12"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288200
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262120
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268960
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291560
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281120
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255120
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,243880,237680
"I",38200,55760,58600,72280,93720,135160,229200,196520,205840,371560,306320
"J",37600,50680,68400,88520,163920,159720,234040,203840,229920,272440,247440
"K",32920,45760,58800,80960,118760,140480,183480,200720,203000,246040,278920
"L",20800,27480,35440,56000,81880,121000,147600,183400,185440,224720,261040
"M",10760,14560,19400,24280,36480,56200,84480,120000,129680,206640,267440
"N",8680,12320,17640,22560,29440,38960,43200,55600,69360,103520,263440
"O",8360,11680,18240,19400,29480,33600,39240,46680,47120,51640,259120
