"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",2160,3400,6760,11680,19040,27560,31880,37280,37880,38840,232400,NA
"C",6000,9320,13120,20240,38160,60560,78640,86200,87720,97600,231960,NA
"D",6920,9680,15880,22240,51760,95160,130640,152120,147360,155200,232760,NA
"E",8080,12400,16280,26160,66320,128840,182960,202160,211800,223360,229280,NA
"F",18640,23800,31480,45600,101840,162400,210600,227000,225800,229000,224000,NA
"G",24840,36000,50640,65640,92840,152760,195000,211640,212120,213280,209720,NA
"H",32920,43560,51360,66360,109720,152880,195240,227160,222600,212640,210720,208640
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,212200,222400,218920
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219040,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216640,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227920,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235960,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246200,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227720,NA
