"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",66360,51120,26320,19000,16120,7560,13840,9240,4680,5160,179200,NA
"C",44640,19080,3120,2680,2800,1880,3160,2320,2240,3160,4880,NA
"D",82560,120720,131160,130640,150520,166960,143400,161160,171440,183040,184280,NA
"E",54480,21560,12080,8240,8760,7080,15160,11600,9480,9960,9560,NA
"F",84480,124560,137040,142240,155520,185360,137360,167800,178120,187680,183920,NA
"G",64440,48880,24880,20960,17640,11880,17320,13000,11320,9600,9040,NA
"H",87520,142920,150280,172080,186680,196040,160800,175000,186320,201840,192720,193960
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,43520,25320,14920
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187520,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55840,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196520,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59240,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179280,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95800,NA
