"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",16960,34640,68240,110400,130440,147960,148400,151040,152600,150000,197520,NA
"C",18640,42840,89520,131240,164640,176640,173080,188240,191120,191320,195440,NA
"D",22800,45320,93880,145400,196600,197320,205680,205760,205960,214880,208440,NA
"E",19480,41360,95160,151640,180880,182960,200120,208040,211360,211560,214240,NA
"F",23000,45600,109280,159880,198400,215640,211760,201480,223560,213000,226200,NA
"G",20320,47360,105520,158720,193880,194400,218040,209200,214520,223400,216000,NA
"H",20200,50480,106400,140520,211360,208680,227040,212440,215280,220480,213040,221680
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,223920,233280,226480
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219240,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220640,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217640,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213320,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198920,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199520,NA
