"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",58560,56960,67920,73440,70280,59280,41160,28560,12440,4440,187000,NA
"C",91680,115840,126600,134880,145080,152360,156800,164880,174960,174120,193920,NA
"D",96640,114120,121800,131040,142240,151480,148320,159600,172480,177600,189920,NA
"E",98640,123960,124120,135240,138800,127800,152000,171160,173280,192720,187600,NA
"F",103600,124120,125680,146360,151840,163920,165760,169600,183640,195840,191880,NA
"G",95120,120280,123160,127160,133000,141480,153320,156480,157000,142720,153080,NA
"H",98480,122640,131360,144760,144880,147880,154480,150320,161680,194080,184960,197240
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,132520,142600,158000
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198800,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149160,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196400,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188160,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181800,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180640,NA
