"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165560,NA
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120680,NA
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172960,NA
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108480,NA
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168520,NA
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109200,NA
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,171160,162000,164920
"I",17320,33560,48920,41600,40240,74840,87160,101120,107240,110800,121560,131040
"J",148560,156240,158360,38880,41320,127680,166560,175840,169840,173160,166320,NA
"K",23600,41400,57240,38480,38240,83600,98280,110200,111720,126480,127360,NA
"L",143280,151440,153040,41520,43440,119000,154520,165000,164280,100840,161880,NA
"M",26960,45760,52600,36640,41080,69840,85720,96200,93400,104680,132760,NA
"N",87920,108320,110920,41200,43160,92800,113600,121680,122760,118600,158280,NA
"O",1240,2400,2240,44160,44960,4760,2560,2760,3000,2960,122640,NA
