"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",1880,4080,39200,38560,36200,35160,29160,34360,27720,36320,195680,NA
"C",2240,4920,63280,78320,76520,53480,62400,65760,67040,68320,198000,NA
"D",4840,4160,123600,125640,128960,74200,110560,95080,101160,109760,203880,NA
"E",4280,6520,118800,119360,130320,77960,113480,124160,130280,139040,213960,NA
"F",3920,5200,162480,199000,217280,140080,217600,229560,221520,225920,213440,NA
"G",4440,7120,142720,212280,188240,153480,215920,210680,215560,209560,202800,NA
"H",5160,6440,171800,214840,216080,153480,201440,208320,206040,216960,201320,217400
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,217280,208520,200880
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206000,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188840,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202560,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209120,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201920,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188720,NA
